Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","58217.032","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","79563.989","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","40274.534","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","39289.457","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 persons","20968.583","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 persons","59308.845","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","80673.883","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","40818.986","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","39854.902","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 persons","20782.6","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 persons","60380.188","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","81800.188","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","41358.895","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","40441.309","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","20586.68","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","61425.055","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
