Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","2002","2002","tonnes","1811.4","Fc","Calculated data"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","2003","2003","tonnes","1848.6","Fc","Calculated data"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","2004","2004","tonnes","1829.4","Fc","Calculated data"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","2005","2005","tonnes","1866.6","Fc","Calculated data"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","2006","2006","tonnes","1971","Fc","Calculated data"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","2007","2007","tonnes","1324.8","Fc","Calculated data"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","2008","2008","tonnes","211.8","Fc","Calculated data"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","2009","2009","tonnes","214.8","Fc","Calculated data"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","2011","2011","tonnes","763.8","Fc","Calculated data"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","2012","2012","tonnes","1152.6","Fc","Calculated data"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","2013","2013","tonnes","1042.67","Fc","Calculated data"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","2016","2016","tonnes","1099.85","Fc","Calculated data"
